Time  	KZ11W:	KZ11C:	SD13L:
10:26:36 103.7	17.6	10229	
10:26:37 104.1	17.6	10246	
10:26:39 104.0	17.6	10268	
10:26:40 104.4	17.6	10282	
10:26:41 104.7	17.6	10300	
10:26:42 104.9	17.6	10311	
10:26:43 104.9	17.6	10321	
10:26:44 105.1	17.6	10336	
10:26:45 105.4	17.5	10345	
10:26:46 105.6	17.6	10358	
10:26:47 105.7	17.5	10368	
10:26:49 105.9	17.5	10381	
10:26:50 106.1	17.5	10386	
10:26:51 106.2	17.5	10386	
10:26:52 106.4	17.5	10385	
10:26:53 106.5	17.5	10380	
10:26:54 106.5	17.5	10373	
10:26:55 106.5	17.5	10358	
10:26:56 106.4	17.5	10345	
10:26:57 106.3	17.5	10322	
10:26:59 106.2	17.5	10306	
10:27:00 106.1	17.5	10280	
10:27:01 105.9	17.5	10264	
10:27:02 105.7	17.5	10239	
10:27:03 105.5	17.5	10220	
10:27:04 105.3	17.5	10191	
10:27:05 105.0	17.5	10172	
